ID	Warehouse_block	Mode_of_Shipment	Customer_care_calls	Customer_rating	Cost_of_the_Product	Prior_purchases	Product_importance	Discount_offered	Weight_in_gms
6818	F	Ship	7	2	302	4	low	6	1632
6819	A	Ship	4	5	223	5	medium	6	1579
6820	B	Ship	6	5	261	4	low	9	1266
6821	C	Ship	4	4	273	5	low	10	1316
6822	F	Ship	6	3	260	4	low	9	1131
6823	D	Ship	5	2	266	5	low	1	1504
6824	F	Road	2	1	164	5	low	4	1708
6825	A	Road	5	3	240	6	medium	3	1321
6826	B	Road	6	3	305	4	medium	9	1479
6827	C	Road	5	4	248	5	low	3	1471
6828	F	Road	7	3	279	4	medium	8	1060
6829	D	Road	5	4	244	6	low	10	1978
6830	F	Road	5	4	267	5	low	9	1017
6831	A	Road	7	1	275	4	medium	7	1754
6832	B	Road	5	1	168	2	low	10	4240
6833	C	Road	5	2	249	3	low	2	4696
6834	F	Road	3	2	220	3	medium	7	4555
6835	D	Road	4	4	189	2	low	5	4553
6836	F	Road	5	2	237	4	low	9	5922
6837	A	Road	4	3	247	3	high	1	5214
6838	B	Road	3	3	250	6	medium	9	5322
6839	C	Road	4	3	207	10	low	9	4179
6840	F	Road	4	5	201	10	low	7	5340
6841	D	Road	4	5	142	2	low	2	4472
6842	F	Road	3	4	207	2	low	6	5852
6843	A	Road	3	2	214	2	high	7	4938
6844	B	Road	4	5	134	10	medium	5	4244
6845	C	Road	3	3	178	8	medium	8	4774
6846	F	Flight	4	2	186	2	low	2	5604
6847	D	Flight	4	2	250	3	low	5	4488
6848	F	Flight	4	1	172	3	medium	10	5106
6849	A	Flight	3	5	265	10	low	6	4380
6850	B	Flight	3	1	158	7	medium	6	4166
6851	C	Flight	3	3	180	7	medium	4	5068
6852	F	Flight	4	1	173	3	high	1	5749
6853	D	Flight	3	4	153	10	medium	4	5456
6854	F	Flight	4	3	182	3	high	3	5624
6855	A	Flight	3	5	192	3	low	7	4056
6856	B	Flight	6	3	285	7	medium	7	5030
6857	C	Flight	3	5	151	6	low	8	4692
6858	F	Flight	3	5	242	2	low	1	5803
6859	D	Flight	3	1	237	3	medium	1	4476
6860	F	Flight	5	4	259	5	low	10	1177
6861	A	Flight	4	2	249	6	low	9	1673
6862	B	Flight	6	4	289	4	high	4	1822
6863	C	Flight	6	2	308	5	medium	4	1303
6864	F	Flight	6	3	297	4	medium	1	1080
6865	D	Flight	4	3	255	5	low	1	1192
6866	F	Flight	6	3	266	4	low	9	1876
6867	A	Flight	7	1	302	4	low	4	1647
6868	B	Ship	4	4	223	5	medium	1	1124
6869	C	Ship	6	4	261	4	low	5	1794
6870	F	Ship	4	2	273	5	low	4	1223
6871	D	Ship	6	3	260	4	low	10	1140
6872	F	Ship	5	2	266	5	low	10	1274
6873	A	Ship	2	3	164	5	low	7	1243
6874	B	Ship	5	2	240	6	medium	2	1852
6875	C	Ship	6	5	305	4	medium	9	1072
6876	F	Ship	5	2	248	5	low	4	1284
6877	D	Ship	7	2	279	4	medium	5	1210
6878	F	Ship	5	2	244	6	low	5	1702
6879	A	Ship	5	1	237	5	medium	2	1429
6880	B	Ship	4	2	251	6	medium	1	1154
6881	C	Ship	4	4	247	6	low	4	1044
6882	F	Ship	5	2	262	6	medium	4	1532
6883	D	Ship	5	3	223	5	medium	10	1170
6884	F	Ship	5	5	275	5	low	3	1145
6885	A	Ship	6	3	139	6	medium	8	1284
6886	B	Ship	4	3	245	6	low	3	1155
6887	C	Ship	6	3	278	4	high	3	1033
6888	F	Ship	5	3	243	5	low	2	1776
6889	D	Ship	7	3	309	4	low	1	1290
6890	F	Ship	6	2	279	4	low	1	1150
6891	A	Ship	6	3	247	4	medium	3	1903
6892	B	Ship	5	1	235	5	medium	6	1059
6893	C	Ship	5	5	268	5	medium	10	1906
6894	F	Ship	6	1	309	4	medium	9	1305
6895	D	Ship	6	5	308	4	low	2	1125
6896	F	Ship	5	5	237	5	high	2	1593
6897	A	Ship	6	2	291	4	low	9	1241
6898	B	Ship	4	2	264	5	medium	6	1736
6899	C	Ship	2	2	212	4	medium	3	1284
6900	F	Ship	4	5	196	4	low	10	1694
6901	D	Ship	5	5	260	5	low	6	1860
6902	F	Ship	6	5	266	4	low	6	1201
6903	A	Ship	5	2	254	5	high	6	1491
6904	B	Ship	5	2	249	5	low	8	1018
6905	C	Ship	6	5	279	4	medium	7	1300
6906	F	Ship	6	3	306	4	high	5	1261
6907	D	Ship	4	5	249	5	medium	3	1530
6908	F	Ship	6	4	297	4	low	9	1249
6909	A	Ship	6	1	273	4	low	6	1561
6910	B	Ship	6	4	299	4	low	9	1817
6911	C	Ship	5	5	240	5	medium	10	1574
6912	F	Ship	5	4	260	6	low	2	1765
6913	D	Ship	5	1	251	5	low	7	1924
6914	F	Ship	5	5	256	5	medium	2	1693
6915	A	Ship	5	2	226	5	medium	5	1659
6916	B	Ship	5	3	262	5	low	10	1197
6917	C	Ship	7	4	261	5	low	6	1334
6918	F	Ship	2	2	181	2	low	6	1324
6919	D	Ship	6	1	254	4	medium	6	1928
6920	F	Ship	6	1	288	4	medium	8	1806
6921	A	Ship	6	3	245	4	low	10	1798
6922	B	Ship	5	3	252	2	medium	9	1809
6923	C	Ship	4	1	293	3	low	8	1326
6924	F	Ship	5	3	253	4	low	9	1729
6925	D	Ship	6	1	245	4	low	10	1606
6926	F	Ship	6	4	247	4	medium	3	1946
6927	A	Ship	5	4	274	5	low	7	1371
6928	B	Ship	6	4	283	4	low	8	1480
6929	C	Ship	6	4	286	4	low	8	1690
6930	F	Ship	5	4	257	5	low	10	1695
6931	D	Ship	5	2	258	5	low	2	1232
6932	F	Ship	4	2	201	3	medium	6	5616
6933	A	Ship	3	1	231	3	low	1	5392
6934	B	Ship	4	5	161	2	high	5	5133
6935	C	Ship	5	1	250	3	low	8	5845
6936	F	Ship	4	2	169	6	low	6	4179
6937	D	Ship	4	4	191	2	low	1	4318
6938	F	Ship	4	2	271	3	medium	4	4186
6939	A	Ship	5	4	271	3	low	3	5218
6940	B	Ship	4	2	224	3	low	1	5821
6941	C	Ship	3	5	276	5	low	10	5302
6942	F	Ship	4	1	264	2	low	3	5258
6943	D	Ship	5	2	185	3	low	10	4354
6944	F	Ship	3	3	253	2	low	5	4112
6945	A	Ship	3	5	155	4	low	1	4432
6946	B	Ship	4	1	219	3	low	5	5632
6947	C	Ship	3	2	204	4	medium	7	4768
6948	F	Ship	4	1	196	4	low	3	5496
6949	D	Ship	3	4	205	5	low	4	4483
6950	F	Ship	3	4	187	3	low	9	4725
6951	A	Ship	3	1	221	2	medium	6	5267
6952	B	Ship	5	4	143	3	medium	1	5165
6953	C	Ship	5	3	135	3	high	4	5858
6954	F	Ship	3	1	207	2	low	7	5596
6955	D	Ship	3	2	245	2	low	7	4692
6956	F	Ship	5	2	257	3	low	2	4677
6957	A	Ship	3	1	186	3	high	1	5694
6958	B	Ship	5	2	246	3	low	2	4054
6959	C	Ship	3	4	255	2	low	2	4504
6960	F	Ship	5	3	206	3	low	1	4645
6961	D	Road	3	1	178	4	medium	9	4298
6962	F	Road	5	2	274	2	low	5	4154
6963	A	Road	3	1	269	4	low	7	5107
6964	B	Road	5	1	282	4	low	9	4766
6965	C	Road	2	4	108	5	high	5	4874
6966	F	Road	4	5	268	6	medium	7	4709
6967	D	Road	2	3	215	2	medium	3	5052
6968	F	Road	4	1	169	4	low	1	5323
6969	A	Road	3	4	165	3	low	4	4482
6970	B	Road	4	4	192	4	low	2	5856
6971	C	Road	4	3	206	2	low	9	5076
6972	F	Road	3	5	151	2	medium	8	4408
6973	D	Road	3	4	150	3	low	5	4950
6974	F	Road	4	3	250	3	low	10	4316
6975	A	Road	5	3	168	3	medium	2	5986
6976	B	Road	4	1	137	2	low	3	4657
6977	C	Road	6	5	148	4	low	1	5216
6978	F	Road	6	2	215	5	low	7	4057
6979	D	Road	4	2	269	2	medium	2	4013
6980	F	Road	3	5	139	3	low	1	4060
6981	A	Road	4	1	205	5	low	10	4944
6982	B	Road	5	4	212	2	low	9	4925
6983	C	Flight	3	3	136	2	medium	10	5749
6984	F	Flight	3	3	231	3	medium	4	4088
6985	D	Flight	4	4	215	2	low	7	5151
6986	F	Flight	4	4	179	3	medium	3	5624
6987	A	Flight	3	2	223	4	medium	3	5374
6988	B	Flight	3	5	210	3	low	6	5566
6989	C	Flight	4	5	133	3	high	8	5653
6990	F	Flight	3	1	187	2	low	8	4292
6991	D	Flight	4	1	256	2	medium	2	5630
6992	F	Flight	4	5	138	2	low	10	4788
6993	A	Flight	3	4	198	3	medium	7	4020
6994	B	Flight	5	5	256	3	medium	6	4145
6995	C	Flight	4	3	254	2	low	3	5546
6996	F	Flight	4	1	267	2	medium	9	5230
6997	D	Flight	3	2	286	6	high	5	5588
6998	F	Flight	3	2	215	4	low	3	4042
6999	A	Flight	5	5	222	3	medium	5	4949
7000	B	Flight	5	3	267	4	medium	1	4837
7001	C	Flight	5	5	235	5	low	4	5908
7002	F	Flight	4	1	181	2	low	2	4154
7003	D	Flight	4	1	173	4	low	5	5530
7004	F	Flight	3	5	208	3	low	1	4803
7005	A	Ship	4	3	221	2	low	6	4114
7006	B	Ship	3	5	141	2	medium	9	5000
7007	C	Ship	4	1	238	3	high	4	4910
7008	F	Ship	3	2	126	5	low	6	4372
7009	D	Ship	4	1	196	2	low	3	4752
7010	F	Ship	4	3	169	2	high	7	4032
7011	A	Ship	3	3	249	3	low	10	5184
7012	B	Ship	4	2	198	6	medium	5	4659
7013	C	Ship	4	3	197	3	low	2	4410
7014	F	Ship	3	5	251	4	medium	3	5215
7015	D	Ship	4	4	145	3	medium	8	5780
7016	F	Ship	4	1	249	3	low	4	5253
7017	A	Ship	6	1	103	4	low	2	5089
7018	B	Ship	2	5	264	5	medium	1	4426
7019	C	Ship	6	1	206	6	medium	8	4243
7020	F	Ship	4	4	139	3	medium	2	5135
7021	D	Ship	5	3	270	2	low	7	5248
7022	F	Ship	4	2	227	2	low	8	4878
7023	A	Ship	3	1	179	2	medium	10	4828
7024	B	Ship	3	3	273	3	medium	6	5269
7025	C	Ship	5	1	153	2	low	7	4944
7026	F	Ship	4	1	112	6	medium	9	5248
7027	D	Ship	6	3	114	4	high	10	5865
7028	F	Ship	4	4	214	2	high	1	4117
7029	A	Ship	3	4	196	4	low	4	5031
7030	B	Ship	5	1	159	2	medium	5	4382
7031	C	Ship	3	2	258	2	low	1	5862
7032	F	Ship	5	5	125	3	low	10	4997
7033	D	Ship	6	2	232	3	medium	7	5219
7034	F	Ship	4	3	196	2	high	10	5709
7035	A	Ship	4	2	257	3	low	3	5549
7036	B	Ship	2	1	219	4	low	6	5124
7037	C	Ship	4	2	223	3	medium	7	5977
7038	F	Ship	3	1	166	2	low	10	4137
7039	D	Ship	6	1	264	3	high	5	4435
7040	F	Ship	3	3	182	3	low	5	5914
7041	A	Ship	4	1	260	2	medium	2	4529
7042	B	Ship	4	1	268	3	low	8	5486
7043	C	Ship	6	4	272	4	low	4	4098
7044	F	Ship	4	5	135	3	low	3	4760
7045	D	Ship	3	2	164	2	medium	3	4442
7046	F	Ship	4	4	153	5	medium	9	5818
7047	A	Ship	3	4	175	3	low	8	4274
7048	B	Ship	3	1	231	3	medium	9	5148
7049	C	Ship	5	4	222	3	low	3	5555
7050	F	Ship	3	4	261	2	low	1	5844
7051	D	Ship	3	2	223	2	low	10	4604
7052	F	Ship	3	5	222	5	medium	2	4027
7053	A	Ship	4	5	240	3	low	9	5794
7054	B	Ship	4	5	137	2	high	6	5208
7055	C	Ship	4	2	181	3	medium	6	5964
7056	F	Ship	3	3	261	4	low	3	5722
7057	D	Ship	3	1	226	2	low	4	4804
7058	F	Ship	4	5	246	2	medium	3	5705
7059	A	Ship	3	4	226	2	medium	1	5460
7060	B	Ship	3	4	238	2	low	3	4723
7061	C	Ship	3	1	173	3	low	3	4453
7062	F	Ship	3	4	257	4	low	10	4415
7063	D	Ship	3	2	160	4	low	9	5112
7064	F	Ship	3	3	179	3	low	9	4459
7065	A	Ship	3	1	101	5	low	3	4807
7066	B	Ship	2	3	263	4	medium	9	5390
7067	C	Ship	3	1	210	3	medium	4	5683
7068	F	Ship	3	4	166	4	low	4	5107
7069	D	Ship	2	3	163	3	low	4	4862
7070	F	Ship	4	3	143	2	medium	1	4402
7071	A	Ship	4	3	248	6	medium	5	4212
7072	B	Ship	3	1	198	2	low	8	4940
7073	C	Ship	3	1	150	2	low	6	5355
7074	F	Ship	4	3	195	4	medium	1	5004
7075	D	Ship	4	4	213	3	low	1	4266
7076	F	Ship	4	3	245	4	medium	8	5982
7077	A	Ship	3	1	199	3	medium	8	5557
7078	B	Ship	4	1	192	4	high	5	4142
7079	C	Ship	6	3	247	6	medium	3	4582
7080	F	Ship	3	5	221	3	medium	7	4741
7081	D	Ship	3	1	200	4	medium	9	5193
7082	F	Ship	4	3	260	3	low	5	5540
7083	A	Ship	4	5	98	4	low	5	4643
7084	B	Ship	5	1	198	4	low	5	5719
7085	C	Ship	4	1	168	2	medium	1	5698
7086	F	Ship	6	1	260	3	medium	1	5134
7087	D	Ship	4	1	266	4	low	3	5773
7088	F	Ship	3	3	239	3	low	8	5366
7089	A	Ship	4	1	214	5	medium	9	5801
7090	B	Ship	3	3	203	3	medium	8	5929
7091	C	Ship	2	5	264	3	medium	3	4320
7092	F	Ship	4	3	169	6	medium	2	5607
7093	D	Ship	3	1	167	2	low	1	5749
7094	F	Ship	3	3	266	7	low	2	5671
7095	A	Ship	3	2	182	10	low	1	4303
7096	B	Ship	5	2	195	6	high	5	5339
7097	C	Ship	4	1	153	3	low	8	5198
7098	F	Road	5	1	238	3	high	2	5369
7099	D	Road	5	5	238	8	low	9	5186
7100	F	Road	3	4	180	7	high	4	5500
7101	A	Road	5	4	262	6	medium	1	1177
7102	B	Road	5	2	223	5	medium	5	1484
7103	C	Road	5	2	275	5	low	10	1924
7104	F	Road	6	2	139	6	medium	8	1691
7105	D	Road	4	1	245	6	low	7	1884
7106	F	Road	6	2	278	4	high	8	1967
7107	A	Road	5	4	243	5	low	5	1118
7108	B	Road	7	1	309	4	low	4	1151
7109	C	Road	6	2	279	4	low	5	1836
7110	F	Road	6	5	247	4	medium	7	1461
7111	D	Road	5	5	235	5	medium	10	1393
7112	F	Road	5	3	268	5	medium	10	1660
7113	A	Road	6	2	309	4	medium	10	1782
7114	B	Road	4	5	213	3	low	7	4490
7115	C	Road	4	4	245	4	medium	6	5051
7116	F	Road	3	1	199	3	medium	7	4377
7117	D	Road	4	3	192	4	high	1	5669
7118	F	Road	6	5	247	6	medium	3	4832
7119	A	Road	3	5	221	3	medium	8	4523
7120	B	Flight	3	4	200	4	medium	8	4944
7121	C	Flight	4	4	260	3	low	9	4224
7122	F	Flight	4	5	98	4	low	5	5188
7123	D	Flight	5	1	198	4	low	5	5025
7124	F	Flight	4	1	168	2	medium	8	5276
7125	A	Flight	6	4	260	3	medium	9	4730
7126	B	Flight	4	2	266	4	low	7	4639
7127	C	Flight	3	1	239	3	low	2	4425
7128	F	Flight	4	1	214	5	medium	6	4573
7129	D	Flight	3	3	203	3	medium	3	4196
7130	F	Flight	2	4	264	3	medium	6	4025
7131	A	Flight	4	3	169	6	medium	3	5957
7132	B	Flight	3	5	167	2	low	5	5042
7133	C	Flight	3	1	266	7	low	5	4102
7134	F	Flight	3	3	182	10	low	3	5555
7135	D	Flight	5	1	195	6	high	8	4944
7136	F	Flight	4	4	153	3	low	5	4624
7137	A	Flight	5	4	238	3	high	5	5907
7138	B	Flight	5	4	238	8	low	3	4046
7139	C	Flight	3	4	180	7	high	4	4408
7140	F	Flight	5	1	262	6	medium	1	1696
7141	D	Flight	5	5	223	5	medium	5	1678
7142	F	Ship	5	3	275	5	low	7	1349
7143	A	Ship	6	5	139	6	medium	10	1081
7144	B	Ship	4	4	245	6	low	6	1437
7145	C	Ship	6	5	278	4	high	6	1761
7146	F	Ship	5	4	243	5	low	2	1637
7147	D	Ship	7	4	309	4	low	7	1880
7148	F	Ship	6	4	279	4	low	9	1128
7149	A	Ship	6	2	247	4	medium	8	1941
7150	B	Ship	5	5	235	5	medium	9	1032
7151	C	Ship	5	5	274	5	low	7	1875
7152	F	Ship	6	5	283	4	low	3	1374
7153	D	Ship	6	5	286	4	low	9	1282
7154	F	Ship	5	1	257	5	low	9	1329
7155	A	Ship	5	4	223	5	low	2	1400
7156	B	Ship	4	5	239	5	low	7	1001
7157	C	Ship	4	5	246	6	low	1	1400
7158	F	Ship	7	2	295	4	low	10	1587
7159	D	Ship	6	1	305	4	low	5	1588
7160	F	Ship	3	4	177	4	medium	3	1148
7161	A	Ship	5	3	257	5	low	3	1262
7162	B	Ship	6	2	306	4	low	6	1123
7163	C	Ship	4	3	226	6	medium	6	1704
7164	F	Ship	4	5	228	5	low	9	1381
7165	D	Ship	5	4	225	5	low	7	1476
7166	F	Ship	7	5	289	4	low	5	1864
7167	A	Ship	5	4	261	5	low	2	1409
7168	B	Ship	5	3	255	5	medium	10	1886
7169	C	Ship	5	3	266	5	medium	2	1510
7170	F	Ship	6	3	290	4	low	5	1784
7171	D	Ship	4	5	235	5	low	6	1460
7172	F	Ship	6	4	250	4	low	3	1490
7173	A	Ship	5	3	245	5	low	3	1409
7174	B	Ship	6	4	286	4	medium	9	1096
7175	C	Ship	5	5	271	4	low	9	1989
7176	F	Ship	4	4	242	6	low	9	1192
7177	D	Ship	7	5	282	5	low	8	1091
7178	F	Ship	4	1	254	5	low	7	1003
7179	A	Ship	5	2	242	5	medium	1	1004
7180	B	Ship	5	5	263	4	low	9	1551
7181	C	Ship	7	5	278	4	low	5	1126
7182	F	Ship	6	5	255	4	low	3	1624
7183	D	Ship	4	4	184	3	low	4	1330
7184	F	Ship	6	4	257	4	medium	9	1108
7185	A	Ship	3	2	214	2	medium	3	1983
7186	B	Ship	6	1	301	4	low	3	1200
7187	C	Ship	6	1	264	4	medium	1	1273
7188	F	Ship	5	3	256	5	medium	5	1080
7189	D	Ship	5	5	275	6	low	1	1507
7190	F	Ship	4	1	236	5	medium	4	1953
7191	A	Ship	5	2	303	4	low	9	1224
7192	B	Ship	6	3	284	4	medium	4	1652
7193	C	Ship	4	4	229	6	low	2	1279
7194	F	Ship	5	3	258	5	low	4	1665
7195	D	Ship	5	1	243	5	low	3	1066
7196	F	Ship	6	1	306	4	medium	8	1378
7197	A	Ship	4	2	235	6	low	6	1386
7198	B	Ship	4	3	150	4	low	4	1021
7199	C	Ship	6	4	291	4	low	5	1112
7200	F	Ship	7	3	278	4	low	2	1038
7201	D	Ship	5	5	240	6	low	10	1986
7202	F	Ship	6	1	272	4	medium	10	1534
7203	A	Ship	5	5	246	5	low	6	1911
7204	B	Ship	6	2	266	4	medium	3	1090
7205	C	Ship	5	4	252	5	low	10	1015
7206	F	Ship	6	5	254	4	low	2	1824
7207	D	Ship	7	3	305	4	medium	3	1426
7208	F	Ship	6	5	307	4	high	3	1406
7209	A	Ship	6	4	278	5	low	5	1180
7210	B	Ship	6	3	265	5	medium	10	1897
7211	C	Ship	6	5	248	4	low	10	1005
7212	F	Ship	7	5	299	4	low	4	1052
7213	D	Ship	6	2	280	4	low	10	1866
7214	F	Ship	7	4	247	4	low	9	1228
7215	A	Ship	6	1	273	4	low	3	1361
7216	B	Ship	6	2	254	5	low	7	1638
7217	C	Ship	5	2	246	5	medium	9	1876
7218	F	Ship	7	4	251	5	low	3	1433
7219	D	Ship	5	5	262	5	low	9	1400
7220	F	Ship	5	1	245	5	low	3	1956
7221	A	Ship	4	2	273	5	medium	8	2000
7222	B	Ship	3	1	268	4	medium	4	5006
7223	C	Ship	4	2	244	5	low	7	5337
7224	F	Ship	3	3	260	2	low	6	5044
7225	D	Ship	3	1	271	3	low	4	4108
7226	F	Ship	5	4	219	2	medium	5	4919
7227	A	Ship	4	1	193	3	medium	9	5354
7228	B	Ship	5	5	149	3	medium	9	5979
7229	C	Ship	3	5	268	2	low	4	5909
7230	F	Ship	3	5	151	2	low	3	5039
7231	D	Ship	4	3	171	2	medium	10	5211
7232	F	Ship	3	3	202	2	medium	1	5220
7233	A	Ship	5	2	174	4	medium	8	5627
7234	B	Ship	4	2	227	3	medium	7	4041
7235	C	Road	6	3	175	4	low	3	4143
7236	F	Road	3	4	191	3	medium	6	4586
7237	D	Road	4	5	240	3	low	5	5734
7238	F	Road	3	1	238	3	medium	6	5092
7239	A	Road	3	3	99	5	medium	9	5470
7240	B	Road	3	5	142	3	low	2	4619
7241	C	Road	4	5	148	3	high	6	5473
7242	F	Road	4	5	129	5	medium	7	5554
7243	D	Road	6	3	262	6	high	5	4506
7244	F	Road	4	4	190	2	low	2	4460
7245	A	Road	5	1	268	5	medium	1	4704
7246	B	Road	3	5	205	4	low	2	5294
7247	C	Road	3	1	186	2	medium	3	5818
7248	F	Road	3	2	185	4	low	8	5545
7249	D	Road	5	4	173	3	low	9	5432
7250	F	Road	3	2	208	2	high	1	4999
7251	A	Road	5	1	177	2	medium	9	4881
7252	B	Road	3	1	190	3	low	1	5065
7253	C	Road	5	4	257	3	medium	3	4895
7254	F	Road	3	4	168	3	medium	5	5183
7255	D	Road	3	2	229	3	low	2	4447
7256	F	Road	4	1	152	2	high	2	5396
7257	A	Flight	5	4	154	2	medium	10	5670
7258	B	Flight	5	5	239	3	medium	8	4975
7259	C	Flight	3	5	252	2	low	2	4888
7260	F	Flight	4	4	258	2	medium	5	4363
7261	D	Flight	4	5	184	4	medium	3	5430
7262	F	Flight	4	3	148	5	medium	2	4065
7263	A	Flight	5	2	240	2	medium	4	4447
7264	B	Flight	6	2	169	2	medium	9	5580
7265	C	Flight	3	4	156	3	medium	4	4519
7266	F	Flight	4	4	264	3	medium	9	5555
7267	D	Flight	4	5	223	3	medium	7	5832
7268	F	Flight	5	4	233	3	low	6	4275
7269	A	Flight	3	4	230	3	medium	7	5891
7270	B	Flight	2	3	175	6	high	6	5341
7271	C	Flight	4	3	155	3	high	2	4534
7272	F	Flight	4	2	220	2	medium	5	5864
7273	D	Flight	4	2	283	2	high	1	4115
7274	F	Flight	3	3	239	4	low	5	4084
7275	A	Flight	5	2	248	2	low	10	4813
7276	B	Flight	4	3	256	3	low	4	5068
7277	C	Flight	4	2	267	2	low	7	5746
7278	F	Flight	3	5	207	4	low	10	4092
7279	D	Ship	3	1	204	4	medium	6	5926
7280	F	Ship	4	4	209	2	medium	3	4407
7281	A	Ship	4	3	183	3	low	4	5866
7282	B	Ship	2	5	140	4	high	2	4636
7283	C	Ship	4	3	161	3	high	7	4799
7284	F	Ship	4	3	151	3	medium	9	4908
7285	D	Ship	5	4	257	2	medium	10	5095
7286	F	Ship	3	4	199	3	medium	3	4067
7287	A	Ship	4	1	191	2	low	4	5851
7288	B	Ship	3	5	236	2	low	10	5755
7289	C	Ship	4	3	217	3	medium	7	4723
7290	F	Ship	5	3	202	2	low	6	5716
7291	D	Ship	3	4	246	3	high	1	4273
7292	F	Ship	4	4	194	4	low	10	5024
7293	A	Ship	3	2	221	2	medium	10	4715
7294	B	Ship	4	4	231	5	low	6	5482
7295	C	Ship	5	5	254	5	low	2	4426
7296	F	Ship	4	3	252	2	low	6	5266
7297	D	Ship	3	5	196	3	high	4	4569
7298	F	Ship	5	5	104	4	high	9	5652
7299	A	Ship	5	5	156	4	low	5	5987
7300	B	Ship	5	4	250	4	low	2	4183
7301	C	Ship	3	4	267	2	low	9	5940
7302	F	Ship	3	2	197	4	medium	1	5210
7303	D	Ship	3	4	227	4	low	9	5465
7304	F	Ship	5	1	248	3	low	2	4075
7305	A	Ship	3	3	274	3	medium	3	5157
7306	B	Ship	6	1	232	6	low	4	5877
7307	C	Ship	3	2	181	3	low	4	5966
7308	F	Ship	2	5	101	3	low	10	4353
7309	D	Ship	4	4	161	2	medium	8	4348
7310	F	Ship	4	2	268	2	medium	8	4219
7311	A	Ship	4	4	218	4	medium	10	4967
7312	B	Ship	3	2	192	3	low	1	4308
7313	C	Ship	2	3	197	2	medium	2	4277
7314	F	Ship	4	4	253	2	medium	5	5624
7315	D	Ship	3	1	183	4	low	5	5326
7316	F	Ship	3	5	177	4	high	9	5311
7317	A	Ship	5	1	241	3	low	7	5134
7318	B	Ship	3	5	180	4	low	9	5105
7319	C	Ship	5	2	158	3	medium	2	5221
7320	F	Ship	4	1	209	3	low	7	4808
7321	D	Ship	5	4	273	6	medium	7	4058
7322	F	Ship	6	2	226	4	high	7	5600
7323	A	Ship	4	3	178	3	medium	6	4576
7324	B	Ship	5	1	151	6	medium	2	4529
7325	C	Ship	3	1	212	2	medium	7	5022
7326	F	Ship	3	2	239	4	medium	10	4410
7327	D	Ship	5	3	257	5	medium	5	4183
7328	F	Ship	3	3	165	2	low	8	5813
7329	A	Ship	4	3	183	2	medium	8	5690
7330	B	Ship	4	5	135	3	low	1	5013
7331	C	Ship	4	1	200	3	low	5	4686
7332	F	Ship	4	2	162	4	medium	7	5294
7333	D	Ship	3	3	218	3	medium	6	5288
7334	F	Ship	3	4	158	2	medium	7	4744
7335	A	Ship	4	2	213	3	medium	8	5214
7336	B	Ship	3	1	215	2	medium	9	4940
7337	C	Ship	3	3	268	2	high	5	5195
7338	F	Ship	3	1	207	4	low	9	4252
7339	D	Ship	2	5	270	6	medium	1	5675
7340	F	Ship	5	2	245	2	low	6	5366
7341	A	Ship	4	2	154	2	medium	6	4705
7342	B	Ship	3	1	155	3	medium	2	5446
7343	C	Ship	4	4	238	3	low	7	4709
7344	F	Ship	3	2	151	2	medium	1	5179
7345	D	Ship	3	4	185	2	low	4	5926
7346	F	Ship	4	3	171	3	medium	8	4826
7347	A	Ship	3	2	206	2	low	7	4185
7348	B	Ship	3	3	232	2	low	5	4255
7349	C	Ship	4	2	187	2	medium	7	5524
7350	F	Ship	4	4	209	3	medium	8	5884
7351	D	Ship	4	2	262	3	low	2	4015
7352	F	Ship	3	2	154	3	low	6	5540
7353	A	Ship	5	1	163	3	medium	1	5194
7354	B	Ship	4	1	257	2	low	7	4869
7355	C	Ship	3	5	265	4	low	8	5087
7356	F	Ship	3	2	220	3	low	7	5503
7357	D	Ship	3	1	201	3	low	6	4953
7358	F	Ship	2	4	268	4	low	5	4400
7359	A	Ship	4	1	139	3	medium	7	4550
7360	B	Ship	3	5	241	4	low	3	5051
7361	C	Ship	4	4	145	3	high	2	5665
7362	F	Ship	4	3	157	3	medium	9	4990
7363	D	Ship	4	3	203	2	medium	7	4185
7364	F	Ship	4	4	163	3	medium	7	4463
7365	A	Ship	4	1	263	2	low	5	4010
7366	B	Ship	5	5	258	4	high	5	4562
7367	C	Ship	5	3	251	3	medium	8	4228
7368	F	Ship	3	4	140	6	low	9	4558
7369	D	Ship	4	1	179	4	medium	2	4071
7370	F	Ship	5	4	211	2	medium	7	4734
7371	A	Ship	3	1	271	2	medium	7	4569
7372	B	Road	4	4	181	3	medium	1	5444
7373	C	Road	2	1	130	4	medium	10	4726
7374	F	Road	5	4	264	3	high	9	5841
7375	D	Road	4	2	221	3	low	7	4856
7376	F	Road	3	1	194	2	medium	1	5931
7377	A	Road	3	1	201	2	medium	4	4857
7378	B	Road	3	5	166	2	medium	6	4523
7379	C	Road	5	4	254	2	low	9	5658
7380	F	Road	4	3	144	3	low	7	5496
7381	D	Road	5	2	171	2	low	6	4236
7382	F	Road	6	4	240	3	low	9	4986
7383	A	Road	6	3	232	5	high	10	4576
7384	B	Road	5	4	145	6	medium	6	4403
7385	C	Road	3	3	275	4	medium	2	4086
7386	F	Road	3	1	146	10	low	5	4032
7387	D	Road	5	5	207	2	high	8	5066
7388	F	Road	4	1	157	7	low	7	4385
7389	A	Road	4	2	146	8	low	7	5245
7390	B	Road	4	1	139	8	medium	6	5667
7391	C	Road	3	5	223	7	high	8	4178
7392	F	Road	5	2	224	2	medium	10	5674
